Notes	County	County Code	Year	Year Code	ICD-10 113 Cause List	ICD-10 113 Cause List Code	Deaths	Population	Crude Rate
	Denver County, CO	8031.0	2008.0	2008.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	259	575721	44.99
	Denver County, CO	8031.0	2008.0	2008.0	Emphysema (J43)	GR113-084	19	575721	Unreliable
	Denver County, CO	8031.0	2008.0	2008.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	232	575721	40.30
	Denver County, CO	8031.0	2008.0	2008.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	35	575721	6.08
	Denver County, CO	8031.0	2008.0	2008.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	47	575721	8.16
	Denver County, CO	8031.0	2009.0	2009.0	#Influenza and pneumonia (J09-J18)	GR113-076	99	589011	16.81
	Denver County, CO	8031.0	2009.0	2009.0	Pneumonia (J12-J18)	GR113-078	92	589011	15.62
	Denver County, CO	8031.0	2009.0	2009.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	260	589011	44.14
	Denver County, CO	8031.0	2009.0	2009.0	Emphysema (J43)	GR113-084	21	589011	3.57
	Denver County, CO	8031.0	2009.0	2009.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	229	589011	38.88
	Denver County, CO	8031.0	2009.0	2009.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	41	589011	6.96
	Denver County, CO	8031.0	2009.0	2009.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	51	589011	8.66
	Denver County, CO	8031.0	2010.0	2010.0	#Influenza and pneumonia (J09-J18)	GR113-076	83	600158	13.83
	Denver County, CO	8031.0	2010.0	2010.0	Pneumonia (J12-J18)	GR113-078	81	600158	13.50
	Denver County, CO	8031.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	290	600158	48.32
	Denver County, CO	8031.0	2010.0	2010.0	Emphysema (J43)	GR113-084	22	600158	3.67
	Denver County, CO	8031.0	2010.0	2010.0	Asthma (J45-J46)	GR113-085	10	600158	Unreliable
	Denver County, CO	8031.0	2010.0	2010.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	258	600158	42.99
	Denver County, CO	8031.0	2010.0	2010.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	45	600158	7.50
	Denver County, CO	8031.0	2010.0	2010.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	59	600158	9.83
	Denver County, CO	8031.0	2011.0	2011.0	#Influenza and pneumonia (J09-J18)	GR113-076	85	619968	13.71
	Denver County, CO	8031.0	2011.0	2011.0	Pneumonia (J12-J18)	GR113-078	81	619968	13.07
	Denver County, CO	8031.0	2011.0	2011.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	240	619968	38.71
	Denver County, CO	8031.0	2011.0	2011.0	Emphysema (J43)	GR113-084	15	619968	Unreliable
	Denver County, CO	8031.0	2011.0	2011.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	217	619968	35.00
	Denver County, CO	8031.0	2011.0	2011.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	43	619968	6.94
	Denver County, CO	8031.0	2011.0	2011.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	50	619968	8.06
	Denver County, CO	8031.0	2012.0	2012.0	#Influenza and pneumonia (J09-J18)	GR113-076	76	634265	11.98
	Denver County, CO	8031.0	2012.0	2012.0	Pneumonia (J12-J18)	GR113-078	72	634265	11.35
	Denver County, CO	8031.0	2012.0	2012.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	269	634265	42.41
	Denver County, CO	8031.0	2012.0	2012.0	Emphysema (J43)	GR113-084	16	634265	Unreliable
	Denver County, CO	8031.0	2012.0	2012.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	245	634265	38.63
	Denver County, CO	8031.0	2012.0	2012.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	28	634265	4.41
	Denver County, CO	8031.0	2012.0	2012.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	54	634265	8.51
	Denver County, CO	8031.0	2013.0	2013.0	#Influenza and pneumonia (J09-J18)	GR113-076	82	649495	12.63
	Denver County, CO	8031.0	2013.0	2013.0	Influenza (J09-J11)	GR113-077	11	649495	Unreliable
	Denver County, CO	8031.0	2013.0	2013.0	Pneumonia (J12-J18)	GR113-078	71	649495	10.93
	Denver County, CO	8031.0	2013.0	2013.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	266	649495	40.95
	Denver County, CO	8031.0	2013.0	2013.0	Emphysema (J43)	GR113-084	10	649495	Unreliable
	Denver County, CO	8031.0	2013.0	2013.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	248	649495	38.18
	Denver County, CO	8031.0	2013.0	2013.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	54	649495	8.31
	Denver County, CO	8031.0	2013.0	2013.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	55	649495	8.47
	Denver County, CO	8031.0	2014.0	2014.0	#Influenza and pneumonia (J09-J18)	GR113-076	83	663862	12.50
	Denver County, CO	8031.0	2014.0	2014.0	Influenza (J09-J11)	GR113-077	14	663862	Unreliable
	Denver County, CO	8031.0	2014.0	2014.0	Pneumonia (J12-J18)	GR113-078	69	663862	10.39
	Denver County, CO	8031.0	2014.0	2014.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	276	663862	41.57
	Denver County, CO	8031.0	2014.0	2014.0	Emphysema (J43)	GR113-084	18	663862	Unreliable
	Denver County, CO	8031.0	2014.0	2014.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	251	663862	37.81
	Denver County, CO	8031.0	2014.0	2014.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	36	663862	5.42
	Denver County, CO	8031.0	2014.0	2014.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	40	663862	6.03
	Denver County, CO	8031.0	2015.0	2015.0	#Influenza and pneumonia (J09-J18)	GR113-076	82	682545	12.01
	Denver County, CO	8031.0	2015.0	2015.0	Influenza (J09-J11)	GR113-077	13	682545	Unreliable
	Denver County, CO	8031.0	2015.0	2015.0	Pneumonia (J12-J18)	GR113-078	69	682545	10.11
	Denver County, CO	8031.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	267	682545	39.12
	Denver County, CO	8031.0	2015.0	2015.0	Emphysema (J43)	GR113-084	23	682545	3.37
	Denver County, CO	8031.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	239	682545	35.02
	Denver County, CO	8031.0	2015.0	2015.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	45	682545	6.59
	Denver County, CO	8031.0	2015.0	2015.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	66	682545	9.67
	Denver County, CO	8031.0	2016.0	2016.0	#Influenza and pneumonia (J09-J18)	GR113-076	67	693060	9.67
	Denver County, CO	8031.0	2016.0	2016.0	Influenza (J09-J11)	GR113-077	11	693060	Unreliable
	Denver County, CO	8031.0	2016.0	2016.0	Pneumonia (J12-J18)	GR113-078	56	693060	8.08
	Denver County, CO	8031.0	2016.0	2016.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	310	693060	44.73
	Denver County, CO	8031.0	2016.0	2016.0	Emphysema (J43)	GR113-084	29	693060	4.18
	Denver County, CO	8031.0	2016.0	2016.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	275	693060	39.68
	Denver County, CO	8031.0	2016.0	2016.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	31	693060	4.47
	Denver County, CO	8031.0	2016.0	2016.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	48	693060	6.93
	Denver County, CO	8031.0	2017.0	2017.0	#Influenza and pneumonia (J09-J18)	GR113-076	77	704621	10.93
	Denver County, CO	8031.0	2017.0	2017.0	Influenza (J09-J11)	GR113-077	21	704621	2.98
	Denver County, CO	8031.0	2017.0	2017.0	Pneumonia (J12-J18)	GR113-078	56	704621	7.95
	Denver County, CO	8031.0	2017.0	2017.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	263	704621	37.33
	Denver County, CO	8031.0	2017.0	2017.0	Emphysema (J43)	GR113-084	30	704621	4.26
	Denver County, CO	8031.0	2017.0	2017.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	225	704621	31.93
	Denver County, CO	8031.0	2017.0	2017.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	37	704621	5.25
	Denver County, CO	8031.0	2017.0	2017.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	60	704621	8.52
	Denver County, CO	8031.0	2018.0	2018.0	#Influenza and pneumonia (J09-J18)	GR113-076	70	716492	9.77
	Denver County, CO	8031.0	2018.0	2018.0	Influenza (J09-J11)	GR113-077	24	716492	3.35
	Denver County, CO	8031.0	2018.0	2018.0	Pneumonia (J12-J18)	GR113-078	46	716492	6.42
	Denver County, CO	8031.0	2018.0	2018.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	284	716492	39.64
	Denver County, CO	8031.0	2018.0	2018.0	Emphysema (J43)	GR113-084	25	716492	3.49
	Denver County, CO	8031.0	2018.0	2018.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	255	716492	35.59
	Denver County, CO	8031.0	2018.0	2018.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	30	716492	4.19
	Denver County, CO	8031.0	2018.0	2018.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	68	716492	9.49
	Denver County, CO	8031.0	2019.0	2019.0	#Influenza and pneumonia (J09-J18)	GR113-076	60	727211	8.25
	Denver County, CO	8031.0	2019.0	2019.0	Influenza (J09-J11)	GR113-077	12	727211	Unreliable
	Denver County, CO	8031.0	2019.0	2019.0	Pneumonia (J12-J18)	GR113-078	48	727211	6.60
	Denver County, CO	8031.0	2019.0	2019.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	277	727211	38.09
	Denver County, CO	8031.0	2019.0	2019.0	Emphysema (J43)	GR113-084	25	727211	3.44
	Denver County, CO	8031.0	2019.0	2019.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	245	727211	33.69
	Denver County, CO	8031.0	2019.0	2019.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	29	727211	3.99
	Denver County, CO	8031.0	2019.0	2019.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	59	727211	8.11
	Denver County, CO	8031.0	2020.0	2020.0	#Influenza and pneumonia (J09-J18)	GR113-076	40	735538	5.44
	Denver County, CO	8031.0	2020.0	2020.0	Pneumonia (J12-J18)	GR113-078	34	735538	4.62
	Denver County, CO	8031.0	2020.0	2020.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	283	735538	38.48
	Denver County, CO	8031.0	2020.0	2020.0	Emphysema (J43)	GR113-084	20	735538	2.72
	Denver County, CO	8031.0	2020.0	2020.0	Asthma (J45-J46)	GR113-085	11	735538	Unreliable
	Denver County, CO	8031.0	2020.0	2020.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	252	735538	34.26
	Denver County, CO	8031.0	2020.0	2020.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	27	735538	3.67
	Denver County, CO	8031.0	2020.0	2020.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	74	735538	10.06
	Douglas County, CO	8035.0	1999.0	1999.0	#Influenza and pneumonia (J09-J18)	GR113-076	11	162866	Unreliable
	Douglas County, CO	8035.0	1999.0	1999.0	Pneumonia (J12-J18)	GR113-078	11	162866	Unreliable
	Douglas County, CO	8035.0	1999.0	1999.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	18	162866	Unreliable
	Douglas County, CO	8035.0	1999.0	1999.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	14	162866	Unreliable
	Douglas County, CO	8035.0	2000.0	2000.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	19	175766	Unreliable
	Douglas County, CO	8035.0	2000.0	2000.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	17	175766	Unreliable
	Douglas County, CO	8035.0	2001.0	2001.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	34	196783	17.28
	Douglas County, CO	8035.0	2001.0	2001.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	27	196783	13.72
	Douglas County, CO	8035.0	2002.0	2002.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	21	208911	10.05
	Douglas County, CO	8035.0	2002.0	2002.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	17	208911	Unreliable
	Douglas County, CO	8035.0	2003.0	2003.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	31	220352	14.07
	Douglas County, CO	8035.0	2003.0	2003.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	29	220352	13.16
	Douglas County, CO	8035.0	2004.0	2004.0	#Influenza and pneumonia (J09-J18)	GR113-076	11	232508	Unreliable
	Douglas County, CO	8035.0	2004.0	2004.0	Pneumonia (J12-J18)	GR113-078	11	232508	Unreliable
	Douglas County, CO	8035.0	2004.0	2004.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	32	232508	13.76
	Douglas County, CO	8035.0	2004.0	2004.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	29	232508	12.47
	Douglas County, CO	8035.0	2005.0	2005.0	#Influenza and pneumonia (J09-J18)	GR113-076	15	243112	Unreliable
	Douglas County, CO	8035.0	2005.0	2005.0	Pneumonia (J12-J18)	GR113-078	15	243112	Unreliable
	Douglas County, CO	8035.0	2005.0	2005.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	28	243112	11.52
	Douglas County, CO	8035.0	2005.0	2005.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	25	243112	10.28
	Douglas County, CO	8035.0	2006.0	2006.0	#Influenza and pneumonia (J09-J18)	GR113-076	10	256136	Unreliable
	Douglas County, CO	8035.0	2006.0	2006.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	32	256136	12.49
	Douglas County, CO	8035.0	2006.0	2006.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	28	256136	10.93
	Douglas County, CO	8035.0	2007.0	2007.0	#Influenza and pneumonia (J09-J18)	GR113-076	16	267177	Unreliable
	Douglas County, CO	8035.0	2007.0	2007.0	Pneumonia (J12-J18)	GR113-078	16	267177	Unreliable
	Douglas County, CO	8035.0	2007.0	2007.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	38	267177	14.22
	Douglas County, CO	8035.0	2007.0	2007.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	33	267177	12.35
	Douglas County, CO	8035.0	2008.0	2008.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	33	275500	11.98
	Douglas County, CO	8035.0	2008.0	2008.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	28	275500	10.16
	Douglas County, CO	8035.0	2008.0	2008.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	11	275500	Unreliable
	Douglas County, CO	8035.0	2009.0	2009.0	#Influenza and pneumonia (J09-J18)	GR113-076	16	281386	Unreliable
	Douglas County, CO	8035.0	2009.0	2009.0	Pneumonia (J12-J18)	GR113-078	14	281386	Unreliable
	Douglas County, CO	8035.0	2009.0	2009.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	49	281386	17.41
	Douglas County, CO	8035.0	2009.0	2009.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	47	281386	16.70
	Douglas County, CO	8035.0	2009.0	2009.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	12	281386	Unreliable
	Douglas County, CO	8035.0	2010.0	2010.0	#Influenza and pneumonia (J09-J18)	GR113-076	15	285465	Unreliable
	Douglas County, CO	8035.0	2010.0	2010.0	Pneumonia (J12-J18)	GR113-078	14	285465	Unreliable
	Douglas County, CO	8035.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	40	285465	14.01
	Douglas County, CO	8035.0	2010.0	2010.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	38	285465	13.31
	Douglas County, CO	8035.0	2011.0	2011.0	#Influenza and pneumonia (J09-J18)	GR113-076	11	292167	Unreliable
	Douglas County, CO	8035.0	2011.0	2011.0	Pneumonia (J12-J18)	GR113-078	11	292167	Unreliable
	Douglas County, CO	8035.0	2011.0	2011.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	39	292167	13.35
	Douglas County, CO	8035.0	2011.0	2011.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	38	292167	13.01
	Douglas County, CO	8035.0	2011.0	2011.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	13	292167	Unreliable
	Douglas County, CO	8035.0	2012.0	2012.0	#Influenza and pneumonia (J09-J18)	GR113-076	13	298215	Unreliable
	Douglas County, CO	8035.0	2012.0	2012.0	Pneumonia (J12-J18)	GR113-078	12	298215	Unreliable
	Douglas County, CO	8035.0	2012.0	2012.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	55	298215	18.44
	Douglas County, CO	8035.0	2012.0	2012.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	51	298215	17.10
	Douglas County, CO	8035.0	2012.0	2012.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	13	298215	Unreliable
	Douglas County, CO	8035.0	2012.0	2012.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	10	298215	Unreliable
	Douglas County, CO	8035.0	2013.0	2013.0	#Influenza and pneumonia (J09-J18)	GR113-076	23	305963	7.52
	Douglas County, CO	8035.0	2013.0	2013.0	Pneumonia (J12-J18)	GR113-078	22	305963	7.19
	Douglas County, CO	8035.0	2013.0	2013.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	53	305963	17.32
	Douglas County, CO	8035.0	2013.0	2013.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	49	305963	16.02
	Douglas County, CO	8035.0	2013.0	2013.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	11	305963	Unreliable
	Douglas County, CO	8035.0	2013.0	2013.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	12	305963	Unreliable
	Douglas County, CO	8035.0	2014.0	2014.0	#Influenza and pneumonia (J09-J18)	GR113-076	18	314638	Unreliable
	Douglas County, CO	8035.0	2014.0	2014.0	Pneumonia (J12-J18)	GR113-078	16	314638	Unreliable
	Douglas County, CO	8035.0	2014.0	2014.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	51	314638	16.21
	Douglas County, CO	8035.0	2014.0	2014.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	49	314638	15.57
	Douglas County, CO	8035.0	2014.0	2014.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	17	314638	Unreliable
	Douglas County, CO	8035.0	2015.0	2015.0	#Influenza and pneumonia (J09-J18)	GR113-076	29	322387	9.00
	Douglas County, CO	8035.0	2015.0	2015.0	Pneumonia (J12-J18)	GR113-078	24	322387	7.44
	Douglas County, CO	8035.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	58	322387	17.99
	Douglas County, CO	8035.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	55	322387	17.06
	Douglas County, CO	8035.0	2015.0	2015.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	20	322387	6.20
	Douglas County, CO	8035.0	2015.0	2015.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	17	322387	Unreliable
	Douglas County, CO	8035.0	2016.0	2016.0	#Influenza and pneumonia (J09-J18)	GR113-076	14	328632	Unreliable
	Douglas County, CO	8035.0	2016.0	2016.0	Pneumonia (J12-J18)	GR113-078	14	328632	Unreliable
	Douglas County, CO	8035.0	2016.0	2016.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	74	328632	22.52
	Douglas County, CO	8035.0	2016.0	2016.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	67	328632	20.39
	Douglas County, CO	8035.0	2016.0	2016.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	10	328632	Unreliable
	Douglas County, CO	8035.0	2016.0	2016.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	21	328632	6.39
	Douglas County, CO	8035.0	2017.0	2017.0	#Influenza and pneumonia (J09-J18)	GR113-076	17	335299	Unreliable
	Douglas County, CO	8035.0	2017.0	2017.0	Pneumonia (J12-J18)	GR113-078	15	335299	Unreliable
	Douglas County, CO	8035.0	2017.0	2017.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	73	335299	21.77
	Douglas County, CO	8035.0	2017.0	2017.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	70	335299	20.88
	Douglas County, CO	8035.0	2017.0	2017.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	22	335299	6.56
	Douglas County, CO	8035.0	2018.0	2018.0	#Influenza and pneumonia (J09-J18)	GR113-076	12	342776	Unreliable
	Douglas County, CO	8035.0	2018.0	2018.0	Pneumonia (J12-J18)	GR113-078	12	342776	Unreliable
	Douglas County, CO	8035.0	2018.0	2018.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	60	342776	17.50
	Douglas County, CO	8035.0	2018.0	2018.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	54	342776	15.75
	Douglas County, CO	8035.0	2018.0	2018.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	13	342776	Unreliable
	Douglas County, CO	8035.0	2018.0	2018.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	27	342776	7.88
	Douglas County, CO	8035.0	2019.0	2019.0	#Influenza and pneumonia (J09-J18)	GR113-076	18	351154	Unreliable
	Douglas County, CO	8035.0	2019.0	2019.0	Pneumonia (J12-J18)	GR113-078	11	351154	Unreliable
